,Ratings,Full_review
4386,5,Made like a gun
4387,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4388,5,Awesome as aspected
4389,5,Awesome purchase during BBD 2018.
4390,5,Got it in 45K.. good deal
4391,5,this is the only one of the best in a world
4392,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4393,5,Awesome man!
4394,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4395,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4396,5,Made like a gun
4397,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4398,5,Awesome as aspected
4399,5,Awesome purchase during BBD 2018.
4400,5,Got it in 45K.. good deal
4401,5,this is the only one of the best in a world
4402,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4403,5,Awesome man!
4404,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4405,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4406,5,Made like a gun
4407,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4408,5,Awesome as aspected
4409,5,Awesome purchase during BBD 2018.
4410,5,Got it in 45K.. good deal
4411,5,this is the only one of the best in a world
4412,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4413,5,Awesome man!
4414,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4415,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4416,5,Made like a gun
4417,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4418,5,Awesome as aspected
4419,5,Awesome purchase during BBD 2018.
4420,5,Got it in 45K.. good deal
4421,5,this is the only one of the best in a world
4422,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4423,5,Awesome man!
4424,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4425,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4426,5,Made like a gun
4427,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4428,5,Awesome as aspected
4429,5,Awesome purchase during BBD 2018.
4430,5,Got it in 45K.. good deal
4431,5,this is the only one of the best in a world
4432,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4433,5,Awesome man!
4434,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4435,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4436,5,Made like a gun
4437,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4438,5,Awesome as aspected
4439,5,Awesome purchase during BBD 2018.
4440,5,Got it in 45K.. good deal
4441,5,this is the only one of the best in a world
4442,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4443,5,Awesome man!
4444,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4445,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4446,5,Made like a gun
4447,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4448,5,Awesome as aspected
4449,5,Awesome purchase during BBD 2018.
4450,5,Got it in 45K.. good deal
4451,5,this is the only one of the best in a world
4452,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4453,5,Awesome man!
4454,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4455,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4456,5,Made like a gun
4457,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4458,5,Awesome as aspected
4459,5,Awesome purchase during BBD 2018.
4460,5,Got it in 45K.. good deal
4461,5,this is the only one of the best in a world
4462,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4463,5,Awesome man!
4464,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4465,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4466,5,Made like a gun
4467,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4468,5,Awesome as aspected
4469,5,Awesome purchase during BBD 2018.
4470,5,Got it in 45K.. good deal
4471,5,this is the only one of the best in a world
4472,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4473,5,Awesome man!
4474,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4475,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4476,5,Made like a gun
4477,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4478,5,Awesome as aspected
4479,5,Awesome purchase during BBD 2018.
4480,5,Got it in 45K.. good deal
4481,5,this is the only one of the best in a world
4482,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4483,5,Awesome man!
4484,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4485,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4486,5,Made like a gun
4487,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4488,5,Awesome as aspected
4489,5,Awesome purchase during BBD 2018.
4490,5,Got it in 45K.. good deal
4491,5,this is the only one of the best in a world
4492,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4493,5,Awesome man!
4494,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4495,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4496,5,Made like a gun
4497,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4498,5,Awesome as aspected
4499,5,Awesome purchase during BBD 2018.
4500,5,Got it in 45K.. good deal
4501,5,this is the only one of the best in a world
4502,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4503,5,Awesome man!
4504,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4505,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4506,5,Made like a gun
4507,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4508,5,Awesome as aspected
4509,5,Awesome purchase during BBD 2018.
4510,5,Got it in 45K.. good deal
4511,5,this is the only one of the best in a world
4512,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4513,5,Awesome man!
4514,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4515,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4516,5,Made like a gun
4517,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4518,5,Awesome as aspected
4519,5,Awesome purchase during BBD 2018.
4520,5,Got it in 45K.. good deal
4521,5,this is the only one of the best in a world
4522,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4523,5,Awesome man!
4524,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4525,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4526,5,Made like a gun
4527,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4528,5,Awesome as aspected
4529,5,Awesome purchase during BBD 2018.
4530,5,Got it in 45K.. good deal
4531,5,this is the only one of the best in a world
4532,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4533,5,Awesome man!
4534,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4535,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4536,5,Made like a gun
4537,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4538,5,Awesome as aspected
4539,5,Awesome purchase during BBD 2018.
4540,5,Got it in 45K.. good deal
4541,5,this is the only one of the best in a world
4542,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4543,5,Awesome man!
4544,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4545,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4546,5,Made like a gun
4547,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4548,5,Awesome as aspected
4549,5,Awesome purchase during BBD 2018.
4550,5,Got it in 45K.. good deal
4551,5,this is the only one of the best in a world
4552,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4553,5,Awesome man!
4554,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4555,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4556,5,Made like a gun
4557,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4558,5,Awesome as aspected
4559,5,Awesome purchase during BBD 2018.
4560,5,Got it in 45K.. good deal
4561,5,this is the only one of the best in a world
4562,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4563,5,Awesome man!
4564,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4565,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4566,5,Made like a gun
4567,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4568,5,Awesome as aspected
4569,5,Awesome purchase during BBD 2018.
4570,5,Got it in 45K.. good deal
4571,5,this is the only one of the best in a world
4572,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4573,5,Awesome man!
4574,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4575,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4576,5,Made like a gun
4577,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4578,5,Awesome as aspected
4579,5,Awesome purchase during BBD 2018.
4580,5,Got it in 45K.. good deal
4581,5,this is the only one of the best in a world
4582,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4583,5,Awesome man!
4584,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4585,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4586,5,Made like a gun
4587,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4588,5,Awesome as aspected
4589,5,Awesome purchase during BBD 2018.
4590,5,Got it in 45K.. good deal
4591,5,this is the only one of the best in a world
4592,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4593,5,Awesome man!
4594,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4595,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4596,5,Made like a gun
4597,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4598,5,Awesome as aspected
4599,5,Awesome purchase during BBD 2018.
4600,5,Got it in 45K.. good deal
4601,5,this is the only one of the best in a world
4602,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4603,5,Awesome man!
4604,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4605,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4606,5,Made like a gun
4607,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4608,5,Awesome as aspected
4609,5,Awesome purchase during BBD 2018.
4610,5,Got it in 45K.. good deal
4611,5,this is the only one of the best in a world
4612,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4613,5,Awesome man!
4614,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4615,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4616,5,Made like a gun
4617,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4618,5,Awesome as aspected
4619,5,Awesome purchase during BBD 2018.
4620,5,Got it in 45K.. good deal
4621,5,this is the only one of the best in a world
4622,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4623,5,Awesome man!
4624,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4625,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4626,5,Made like a gun
4627,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4628,5,Awesome as aspected
4629,5,Awesome purchase during BBD 2018.
4630,5,Got it in 45K.. good deal
4631,5,this is the only one of the best in a world
4632,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4633,5,Awesome man!
4634,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4635,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4636,5,Made like a gun
4637,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4638,5,Awesome as aspected
4639,5,Awesome purchase during BBD 2018.
4640,5,Got it in 45K.. good deal
4641,5,this is the only one of the best in a world
4642,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4643,5,Awesome man!
4644,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4645,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4646,5,Made like a gun
4647,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4648,5,Awesome as aspected
4649,5,Awesome purchase during BBD 2018.
4650,5,Got it in 45K.. good deal
4651,5,this is the only one of the best in a world
4652,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4653,5,Awesome man!
4654,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4655,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4656,5,Made like a gun
4657,5,"Actually.. i m bit worried about 5th generation,display,no hdd but believe me friends it is pretty awesome.. i got it by 45k in bigbillion sale including hdfc cash back of 5000... but the sound is loud and awesome...i use a windows laptop .the sound in my mac is 10 times louder than that... dont beileve any fake reviews ...just go for it... because money is valuable💜"
4658,5,Awesome as aspected
4659,5,Awesome purchase during BBD 2018.
4660,5,Got it in 45K.. good deal
4661,5,this is the only one of the best in a world
4662,1,"This product is very good.. 4.5/5 for macbook air. During Big Billion Days i ordered Macbook pro 256gb without touch bar, I got confirmed and paid 99990/-. Next day i got msg that you have successfully refunded 99990 /-, I was shocked how can flipkart cancel my confirmed order. After I called to customer care, and they tying to make us fool. They said you order cancelled by seller because he don't have without touchbar model and placed another product. What the s*it is this. I don't believe n..."
4663,5,Awesome man!
4664,5,"Best Laptop for general use. No comparison with Windows, MAC is way better. Flipkart doing great job. Delivered in 2 days only."
4665,5,Just 5 star beacuse there is no colour for infinite star Thanks Flipkart
4666,5,Made like a gun
